index	differential	flipped differential	left pole	right pole	card url
405	buffoon :: charmer	charmer :: buffoon	buffoon	charmer	https://compstorylab.org/archetypometrics/cards/buffoon--charmer-2000-464-341.pdf
406	sloppy :: fussy	fussy :: sloppy	sloppy	fussy	https://compstorylab.org/archetypometrics/cards/sloppy--fussy-2000-464-341.pdf
407	accurate :: off target	off target :: accurate	accurate	off target	https://compstorylab.org/archetypometrics/cards/accurate--off-target-2000-464-341.pdf
408	harsh :: gentle	gentle :: harsh	harsh	gentle	https://compstorylab.org/archetypometrics/cards/harsh--gentle-2000-464-341.pdf
409	clinical :: heartfelt	heartfelt :: clinical	clinical	heartfelt	https://compstorylab.org/archetypometrics/cards/clinical--heartfelt-2000-464-341.pdf
410	inappropriate :: seemly	seemly :: inappropriate	inappropriate	seemly	https://compstorylab.org/archetypometrics/cards/inappropriate--seemly-2000-464-341.pdf
411	smug :: sheepish	sheepish :: smug	smug	sheepish	https://compstorylab.org/archetypometrics/cards/smug--sheepish-2000-464-341.pdf
412	fake :: real	real :: fake	fake	real	https://compstorylab.org/archetypometrics/cards/fake--real-2000-464-341.pdf
413	popular :: rejected	rejected :: popular	popular	rejected	https://compstorylab.org/archetypometrics/cards/popular--rejected-2000-464-341.pdf
414	catty :: supportive	supportive :: catty	catty	supportive	https://compstorylab.org/archetypometrics/cards/catty--supportive-2000-464-341.pdf
415	chronically single :: serial dater	serial dater :: chronically single	chronically single	serial dater	https://compstorylab.org/archetypometrics/cards/chronically-single--serial-dater-2000-464-341.pdf
416	people-person :: things-person	things-person :: people-person	people-person	things-person	https://compstorylab.org/archetypometrics/cards/people-person--things-person-2000-464-341.pdf
417	eager :: reluctant	reluctant :: eager	eager	reluctant	https://compstorylab.org/archetypometrics/cards/eager--reluctant-2000-464-341.pdf
418	goal-oriented :: experience-oriented	experience-oriented :: goal-oriented	goal-oriented	experience-oriented	https://compstorylab.org/archetypometrics/cards/goal-oriented--experience-oriented-2000-464-341.pdf
419	outdoorsy :: indoorsy	indoorsy :: outdoorsy	outdoorsy	indoorsy	https://compstorylab.org/archetypometrics/cards/outdoorsy--indoorsy-2000-464-341.pdf
420	divine :: earthly	earthly :: divine	divine	earthly	https://compstorylab.org/archetypometrics/cards/divine--earthly-2000-464-341.pdf
421	foodie :: unenthusiastic about food	unenthusiastic about food :: foodie	foodie	unenthusiastic about food	https://compstorylab.org/archetypometrics/cards/foodie--unenthusiastic-about-food-2000-464-341.pdf
422	chill :: sassy	sassy :: chill	chill	sassy	https://compstorylab.org/archetypometrics/cards/chill--sassy-2000-464-341.pdf
423	glamorous :: spartan	spartan :: glamorous	glamorous	spartan	https://compstorylab.org/archetypometrics/cards/glamorous--spartan-2000-464-341.pdf
424	prankster :: anti-prank	anti-prank :: prankster	prankster	anti-prank	https://compstorylab.org/archetypometrics/cards/prankster--anti-prank-2000-464-341.pdf
425	goofy :: unfrivolous	unfrivolous :: goofy	goofy	unfrivolous	https://compstorylab.org/archetypometrics/cards/goofy--unfrivolous-2000-464-341.pdf
426	noble :: jovial	jovial :: noble	noble	jovial	https://compstorylab.org/archetypometrics/cards/noble--jovial-2000-464-341.pdf
427	blessed :: cursed	cursed :: blessed	blessed	cursed	https://compstorylab.org/archetypometrics/cards/blessed--cursed-2000-464-341.pdf
428	forward :: repressed	repressed :: forward	forward	repressed	https://compstorylab.org/archetypometrics/cards/forward--repressed-2000-464-341.pdf
429	entrepreneur :: employee	employee :: entrepreneur	entrepreneur	employee	https://compstorylab.org/archetypometrics/cards/entrepreneur--employee-2000-464-341.pdf
430	quivering :: unstirring	unstirring :: quivering	quivering	unstirring	https://compstorylab.org/archetypometrics/cards/quivering--unstirring-2000-464-341.pdf
431	mechanical :: natural	natural :: mechanical	mechanical	natural	https://compstorylab.org/archetypometrics/cards/mechanical--natural-2000-464-341.pdf
432	minds-own-business :: snoops	snoops :: minds-own-business	minds-own-business	snoops	https://compstorylab.org/archetypometrics/cards/minds-own-business--snoops-2000-464-341.pdf
433	prying :: unmeddlesome	unmeddlesome :: prying	prying	unmeddlesome	https://compstorylab.org/archetypometrics/cards/prying--unmeddlesome-2000-464-341.pdf
434	leader :: follower	follower :: leader	leader	follower	https://compstorylab.org/archetypometrics/cards/leader--follower-2000-464-341.pdf
435	handy :: can't-fix-anything	can't-fix-anything :: handy	handy	can't-fix-anything	https://compstorylab.org/archetypometrics/cards/handy--cant-fix-anything-2000-464-341.pdf
436	green thumb :: plant-neglecter	plant-neglecter :: green thumb	green thumb	plant-neglecter	https://compstorylab.org/archetypometrics/cards/green-thumb--plant-neglecter-2000-464-341.pdf
437	activist :: nonpartisan	nonpartisan :: activist	activist	nonpartisan	https://compstorylab.org/archetypometrics/cards/activist--nonpartisan-2000-464-341.pdf
438	photographer :: physicist	physicist :: photographer	photographer	physicist	https://compstorylab.org/archetypometrics/cards/photographer--physicist-2000-464-341.pdf
439	lumberjack :: mad-scientist	mad-scientist :: lumberjack	lumberjack	mad-scientist	https://compstorylab.org/archetypometrics/cards/lumberjack--mad-scientist-2000-464-341.pdf
440	pointless :: meaningful	meaningful :: pointless	pointless	meaningful	https://compstorylab.org/archetypometrics/cards/pointless--meaningful-2000-464-341.pdf
441	focused :: absentminded	absentminded :: focused	focused	absentminded	https://compstorylab.org/archetypometrics/cards/focused--absentminded-2000-464-341.pdf
442	bear :: wolf	wolf :: bear	bear	wolf	https://compstorylab.org/archetypometrics/cards/bear--wolf-2000-464-341.pdf
443	lion :: zebra	zebra :: lion	lion	zebra	https://compstorylab.org/archetypometrics/cards/lion--zebra-2000-464-341.pdf
444	kangaroo :: dolphin	dolphin :: kangaroo	kangaroo	dolphin	https://compstorylab.org/archetypometrics/cards/kangaroo--dolphin-2000-464-341.pdf
445	all-seeing :: blind	blind :: all-seeing	all-seeing	blind	https://compstorylab.org/archetypometrics/cards/all-seeing--blind-2000-464-341.pdf
446	engineerial :: lawyerly	lawyerly :: engineerial	engineerial	lawyerly	https://compstorylab.org/archetypometrics/cards/engineerial--lawyerly-2000-464-341.pdf
447	love shy :: cassanova	cassanova :: love shy	love shy	cassanova	https://compstorylab.org/archetypometrics/cards/love-shy--cassanova-2000-464-341.pdf
448	disturbing :: enchanting	enchanting :: disturbing	disturbing	enchanting	https://compstorylab.org/archetypometrics/cards/disturbing--enchanting-2000-464-341.pdf
449	maverick :: conformist	conformist :: maverick	maverick	conformist	https://compstorylab.org/archetypometrics/cards/maverick--conformist-2000-464-341.pdf
450	social climber :: nonconformist	nonconformist :: social climber	social climber	nonconformist	https://compstorylab.org/archetypometrics/cards/social-climber--nonconformist-2000-464-341.pdf
451	social chameleon :: strong identity	strong identity :: social chameleon	social chameleon	strong identity	https://compstorylab.org/archetypometrics/cards/social-chameleon--strong-identity-2000-464-341.pdf
452	awkward :: comfortable	comfortable :: awkward	awkward	comfortable	https://compstorylab.org/archetypometrics/cards/awkward--comfortable-2000-464-341.pdf
453	sincere :: irreverent	irreverent :: sincere	sincere	irreverent	https://compstorylab.org/archetypometrics/cards/sincere--irreverent-2000-464-341.pdf
454	intuitive :: analytical	analytical :: intuitive	intuitive	analytical	https://compstorylab.org/archetypometrics/cards/intuitive--analytical-2000-464-341.pdf
455	cringing away :: welcoming experience	welcoming experience :: cringing away	cringing away	welcoming experience	https://compstorylab.org/archetypometrics/cards/cringing-away--welcoming-experience-2000-464-341.pdf
456	stereotypical :: boundary breaking	boundary breaking :: stereotypical	stereotypical	boundary breaking	https://compstorylab.org/archetypometrics/cards/stereotypical--boundary-breaking-2000-464-341.pdf
457	energetic :: mellow	mellow :: energetic	energetic	mellow	https://compstorylab.org/archetypometrics/cards/energetic--mellow-2000-464-341.pdf
458	hopeful :: fearful	fearful :: hopeful	hopeful	fearful	https://compstorylab.org/archetypometrics/cards/hopeful--fearful-2000-464-341.pdf
459	likes change :: resists change	resists change :: likes change	likes change	resists change	https://compstorylab.org/archetypometrics/cards/likes-change--resists-change-2000-464-341.pdf
460	manic :: mild	mild :: manic	manic	mild	https://compstorylab.org/archetypometrics/cards/manic--mild-2000-464-341.pdf
461	old-fashioned :: progressive	progressive :: old-fashioned	old-fashioned	progressive	https://compstorylab.org/archetypometrics/cards/old-fashioned--progressive-2000-464-341.pdf
462	gross :: hygienic	hygienic :: gross	gross	hygienic	https://compstorylab.org/archetypometrics/cards/gross--hygienic-2000-464-341.pdf
463	stable :: unstable	unstable :: stable	stable	unstable	https://compstorylab.org/archetypometrics/cards/stable--unstable-2000-464-341.pdf
464	overthinker :: underthinker	underthinker :: overthinker	overthinker	underthinker	https://compstorylab.org/archetypometrics/cards/overthinker--underthinker-2000-464-341.pdf
